titulo,poster,sinopse
O Gabinete do Dr. Caligari,https://image.tmdb.org/t/p/w500/j09TT0S1crBSYjPu14vgzSSFqFo.jpg,"Num pequeno vilarejo da fronteira holandesa, o misterioso hipnotizador Dr. Caligari chega acompanhado do sonâmbulo Cesare, que estaria supostamente adormecido por 23 anos. À noite, Cesare perambula pela cidade concretizando as previsões funestas do seu mestre, o Dr. Caligari."
Doctor Who: As Águas de Marte,https://image.tmdb.org/t/p/w500/ikb6cZI8RXUqcxApMJmIdimAJ1X.jpg,N/A
Fausto,https://image.tmdb.org/t/p/w500/kCm7nCrsbNgcwPvlycSorsaZXpT.jpg,"Disputando o poder sobre a Terra, Deus e Satã apostam a alma de Fausto, um alquimista erudito. Durante uma praga, este homem se desespera, queimando todos os seus livros. Neste momento, Satã envia Mefistófoles para tentar Fausto com o retorno da juventude e o alquimista aceita o pacto. Certo dia, entediado, ele resolve voltar para casa, onde conhece e se apaixona pela bela Gretchen, um encontro que será a desonra da moça."
O Que Terá Acontecido a Baby Jane?,https://image.tmdb.org/t/p/w500/5YOJEWsqeYz0EUcB7S1foR2UmVb.jpg,"A história do diretor Robert Aldrich é um thriller sobre uma veterana atriz de teatro que conheceu a fama na infância e agora inicia um reinado psicótico de terror sobre sua irmã, ex-rainha do cinema nos anos 30 e hoje presa a uma cadeira de rodas."
A Lenda da Nahuala,https://image.tmdb.org/t/p/w500/p3WY5hdZLseBJwwLzOcuZ4Z7aQI.jpg,"O filme se passa em 1807 na cidade de Puebla, na Nova Espanha. Leo San Juan, um menino tímido de 9 anos, mora com a avó e o irmão mais velho, Nando. Leo vive constantemente com medo depois que seu irmão lhe contou a lenda da bruxa Nahuala, que mora em uma casa mal-assombrada."
O Bebê de Rosemary,https://image.tmdb.org/t/p/w500/4p8ljwqw0SJjKszU0ZSPTjYFbeR.jpg,Um jovem casal se muda para um apartamento em Nova York para começar uma família. As coisas ficam assustadoras quando Rosemary começa a suspeitar que seu futuro bebê não está seguro ao lado dos seus estranhos vizinhos.
Godzilla VS. Destoroyah,https://image.tmdb.org/t/p/w500/oilV4OOGCDZvgsd9ouQa7HGUMOH.jpg,Destoroyah é uma besta que tem o objetivo de matar o protagonista da franquia e ele mais uma vez luta pela sobrevivência.
Eu Vi o Diabo,https://image.tmdb.org/t/p/w500/dMPwI1RnKsngDppHHJfymmzJvfl.jpg,"A noiva de um agente secreto é morta por um serial killer. Cego pela fúria, ele começa a investigar os possíveis suspeitos do crime, até finalmente identificar o culpado. Mas, ao invés de matá-lo, resolve pôr em prática uma terrível e lenta vingança."
A Carruagem Fantasma,https://image.tmdb.org/t/p/w500/6LBkwY81bUtWaOFEStJCFYICg80.jpg,"Um alcoólatra, abusivo e vagabundo é confrontado com seus erros através de uma lenda que condena a última pessoa a morrer na véspera de Ano Novo, antes da meia-noite, a assumir as rédeas da carruagem da Morte e trabalhar incansavelmente coletando novas almas para o ano seguinte."
Scooby-Doo! Halloween,https://image.tmdb.org/t/p/w500/7hGtLCW4JGqpa8u3j4Ct89LjChz.jpg,Scooby-Doo e a equipe se reúnem novamente para resolver o mistério de proporções gigantescas e salvar a Baía Cristal.
O Cremador,https://image.tmdb.org/t/p/w500/zk2bvJamZ8K06cJ3QHAHK7IE7kp.jpg,"Em uma Tchekoslovakia prester a ser invadida pelas forças alemãs durante a guerra, cremador nacionalista se contamina pela ideologia nazista e passa gradualmente a demonstrar comportamento estranho e obsessivo para com seus compatriotas e sua família. A situação se complica quando ele  descobre que sua esposa pode ter sangue judeu."
Monstros,https://image.tmdb.org/t/p/w500/ujTGsie0k5JEq6p7AnBdzw6RGIF.jpg,"Em um circo de atrações bizarras, a linda trapezista é cortejada pelo anão mas o rejeita até descobrir que ele herdou uma fortuna. Planeja então, casar para depois envenenar o marido mas logo a armação é descoberta e os diferentes se unem pela vingança."
Melanie Martinez: K-12,https://image.tmdb.org/t/p/w500/nVi0yBBPj5Z96JgGWVIg94kv7bR.jpg,"Neste filme musical misteriosamente encantador de Melanie Martinez, Cry Baby, uma garota forte e sensível, é enviada para uma escola perturbadora do sono que se opõe severamente à individualidade. Com a ajuda de seus amigos mágicos e um Guia Angélico Espiritual, eles ganham a força que precisam para lutar contra a equipe maligna da escola e derrubar o sistema escolar opressivo do K-12."
A Lenda da Llorona,https://image.tmdb.org/t/p/w500/vBiqoYfDIWKKzZTiQScqgCO09UD.jpg,"Leo San Juan, Teodora, entre outros, partem em uma nova aventura para pegar um espectro que assombra um povoado, o Fantasma da Llorona. Mas o balão em que viajavam cai em meio a uma tempestade.  O Fantasma da Llorona está sempre assombrando crianças, até que essa turma resolve investigar essa história a fundo."
O Reino,https://image.tmdb.org/t/p/w500/vphyoRIKMgM56lEnCNOPPzZ1Ggj.jpg,"Coisas estranhas estão acontecendo nas profundezas de um hospital dinamarquês. O espírito angustiado de uma menininha pode ser ouvido chorando no poço dos elevadores, enquanto uma ambulância fantasma percorre as ruas de Copenhague todas as noites. Sociedades secretas se reúnem no porão, enquanto os funcionários se reúnem nas alas desinteressantes, tão absortos em seus próprios desgostos insignificantes que permanecem alheios ao despertar demoníaco que se prepara para abalar o edifício."
Invasão Zumbi,https://image.tmdb.org/t/p/w500/QqHtwk0oHYed26zra9WGQGyBSm.jpg,"A Coreia do Sul decreta estado de emergência após um vírus desconhecido tomar conta do país. Algumas pessoas tentam fugir de zumbis e ficam presas em um trem-bala que está a caminho de Busan, a única cidade que não foi afetada pelo vírus."
O Exorcista,https://image.tmdb.org/t/p/w500/bYTMDg3eGFuO7emXbQip02a8zvQ.jpg,"Em Georgetown, Washington, uma atriz vai gradativamente tomando consciência que a sua filha de doze anos está tendo um comportamento completamente assustador. Deste modo, ela pede ajuda a um padre, que também um psiquiatra, e este chega a conclusão de que a garota está possuída pelo demônio. Ele solicita então a ajuda de um segundo sacerdote, especialista em exorcismo, para tentar livrar a menina desta terrível possessão."
Prelúdio para Matar,https://image.tmdb.org/t/p/w500/j6k8qAHnL65p7z6qJnUdxd1bwZ0.jpg,"Um pianista inglês testemunha um brutal assassinato, mas não consegue identificar o criminoso. Algo na cena o inquieta, o levando à uma compulsiva necessidade de desvendar o caso."
Kwaidan: As Quatro Faces do Medo,https://image.tmdb.org/t/p/w500/lxOxZVhGkmnz7jFJDS8EfkhxmmN.jpg,"Com o título inspirado em uma palavra japonesa arcaica que significa ""história de fantasmas"", essa antologia adapta quatro contos folclóricos. Um samurai divorcia-se da mulher que ama para se casar com outra pelo dinheiro, com resultados trágicos. Um homem preso em uma nevasca é salvo por Yuki, a Donzela da Neve, mas seu resgate tem um custo. O músico cego Hoichi é forçado a se apresentar para uma plateia de fantasmas. Um autor relata a história de um samurai que vê o reflexo de outro guerreiro em sua xícara de chá."
Cisne Negro,https://image.tmdb.org/t/p/w500/tqlmLBt2i5SHNpXEj2nqk10Crwa.jpg,"Nina é uma bailarina cuja obsessão pela dança supera todas as facetas de sua vida. Quando o diretor artístico da companhia decide substituir sua prima ballerina para a produção de estreia de ""O Lago dos Cisnes"", Nina é sua primeira escolha. Sua concorrente é a novata Lily. Embora Nina seja perfeita para o papel do Cisne Branco, Lily personifica o Cisne Negro. A rivalidade entre as duas bailarinas se transforma em uma amizade distorcida e o lado obscuro de Nina começa a vir à tona."
Tubarão,https://image.tmdb.org/t/p/w500/iD2XVowFgHngYGamCAdq2T44gMr.jpg,"Um terrível ataque a banhistas é o sinal de que a praia da pequena cidade de Amity virou refeitório de um gigantesco tubarão branco, que começa a se alimentar dos turistas. Embora o prefeito queira esconder os fatos da mídia, o xerife local pede ajuda a um ictiologista e a um pescador veterano para caçar o animal. Mas a missão vai ser mais complicada do que eles imaginavam."
Constantine: Cidade de Demônios,https://image.tmdb.org/t/p/w500/el92WyplBfo6yFtOTmkoYeauLrf.jpg,"Uma década depois de um trágico acidente, o homem de família Chas e o místico detetive John Constantine pretendem curar Trish, a filha de Chas, de um misterioso coma sobrenatural. Com a ajuda de sócios poderosos, eles buscam a salvação."
Onibaba - A Mulher Demônio,https://image.tmdb.org/t/p/w500/b14LU070wRIiX0PbSLcMgmX1tpi.jpg,"Século 14, Japão. Esperando o filho que está na guerra, uma mulher e sua nora sobrevivem em uma aldeia através de tocaias que armam para alguns soldados, matando-os e vendendo seus pertences. Com a morte do filho, a mãe põe em prática um plano diabólico para manter a companhia de sua nora."
Scooby-Doo na Ilha dos Zumbis,https://image.tmdb.org/t/p/w500/fxYjPxMgtbAzsisNRyR0jB9wEOt.jpg,"Scooby Doo, Salsicha, Velma, Daphne e Fred estão na ativa de novo para tentar resolver o mais assustador e divertido mistério de suas carreiras. Nossos garotos “intrometidos” desta vez encontram-se numa ilha mal assombrada para investigar o fantasma do pirata Moonscar. Mas o espírito do corsário não é o único a atormentar a ilha. Os detetives também encontram com estranhas criaturas e zumbis!"
Vampire Hunter D: Bloodlust,https://image.tmdb.org/t/p/w500/l2FyMofnCYoALX8GZ9L9hdH0fEM.jpg,"Nascido de mãe humana e pai vampiro, ""D"" vive entre a luz e a escuridão num mundo à beira do abismo. ""D"" é contratado para rastrear Meier Link, um vampiro poderoso que sequestrou uma garota humana, Charlotte Elbourne. As ordens de ""D"" são claras: encontre Charlotte a qualquer custo e traga-a de volta. Mas, pela primeira vez, “D” enfrenta concorrentes sérios, os Irmãos Markus, também contratados para o mesmo fim. ""D"" deve interceptar Meier e superar adversários poderosos em uma corrida mortal contra o tempo."
Nosferatu: Uma Sinfonia de Horror,https://image.tmdb.org/t/p/w500/zEzQTngP7F4qVmLDCWg5Hby6cgX.jpg,"Hutter, agente imobiliário, viaja até os Montes Cárpatos para vender um castelo no Mar Báltico cujo proprietário é o excêntrico conde Graf Orlock, que na verdade é um milenar vampiro que, buscando poder, se muda para Bremen, Alemanha, espalhando o terror na região. Curiosamente quem pode reverter esta situação é Ellen, a esposa de Hutter, pois Orlock está atraído por ela."
Frankenstein,https://image.tmdb.org/t/p/w500/rB0tZwNImTT8febX5qVycZ5YVeF.jpg,"Dr. Victor Frankenstein, um cientista brilhante, mas egoísta, dá vida a uma criatura em um experimento monstruoso que acaba levando à ruína tanto do criador quanto de sua trágica criação."
Häxan: A Feitiçaria Através dos Tempos,https://image.tmdb.org/t/p/w500/As8MXPHo1zJHyiQV4iWr9uk7tDg.jpg,"Explora as origens da feitiçaria e do satanismo através dos séculos, desde a antiguidade até os tempos modernos. Mistura imagens reais com encenações ao longo de sete capítulos. Mostra a intolerância da Igreja Católica frente aos mitos mágicos, e como ela ""resolvia"" esses problemas. No final, há a comparação entre o comportamento histérico das mulheres contemporâneas (1921) com o das bruxas da Idade Média, e a conclusão é que ele é bem parecido."
Plano-Sequência dos Mortos,https://image.tmdb.org/t/p/w500/wFbAxK10CiJA1XxgJaEc16UeHTb.jpg,"Uma equipe de filmagem está gravando uma história de terror em uma estação abandonada de tratamento de água, supostamente usada para experimentos humanos pelos militares. Assim que o diretor começa a intimidar e pedir mais sangue artificial, eles são surpreendidos por um apocalipse zumbi de verdade."
"Godzilla, O Monstro do Mar",https://image.tmdb.org/t/p/w500/2MmLWzSo1DV8nwOE6OVcysId46M.jpg,"O Japão entra em pânico após vários navios afundarem perto da Ilha de Odo. Uma expedição à ilha liderada pelo Dr. Kyohei Yamane logo descobre algo muito mais devastador do que se imaginava: um monstro de 50 metros de altura chamado Godzilla pelos nativos. Agora, o monstro inicia uma onda de destruição que ameaça destruir não apenas o Japão, mas também o resto do mundo."
Corra!,https://image.tmdb.org/t/p/w500/A0RoSZh8PEYJgDMgM2EV7Ycz3dR.jpg,"Agora que Chris e sua namorada, Rose, chegaram à fase de conhecer os pais no namoro, ela o convida para um fim de semana no interior com Missy e Dean. A princípio, Chris acha que o comportamento excessivamente agradável dos dois como tentativas nervosas de lidar com o relacionamento inter-racial da filha, mas, conforme o fim de semana avança, uma série de descobertas cada vez mais perturbadoras o levam a uma verdade que ele jamais poderia ter imaginado."
A Noite dos Mortos-Vivos,https://image.tmdb.org/t/p/w500/WPnjLV9hKP0TVZ8YJ0qWVWhUHF.jpg,"Um grupo diversificado se refugia em uma casa abandonada quando corpos começam a sair do cemitério em busca de corpos humanos frescos para devorar. O pragmático Ben faz o que pode para controlar a situação, mas quando os zumbis assassinos cercam a casa, os outros sobreviventes entram em pânico."
Os Outros,https://image.tmdb.org/t/p/w500/50cwEV5MvT1Kr8OxcmBjbhLOFsk.jpg,"Grace Stewart vive em uma casa velha com seus dois filhos e os criados. Uma condição rara das crianças, que são fotossensíveis, faz com que eles vivam na escuridão, algo que complica a rotina diária de todos. Acontece que coisas esquisitas têm acontecido na casa e Grace começa a suspeitar que sua casa é assombrada."
Unicorn Wars,https://image.tmdb.org/t/p/w500/joOEYpfltqoqkaiQio24TUTntGM.jpg,N/A
King Kong,https://image.tmdb.org/t/p/w500/b3CrCIfY8bj9nSsdcFmozTozjyx.jpg,"Em Nova York um famoso diretor de cinema não consegue uma atriz para sua próxima produção, pois ninguém quer ir filmar em um lugar não revelado. Assim ele mesmo começa a vagar pelas ruas até que encontra uma jovem pobre, mas muito bonita, a quem imediatamente dá o emprego. A equipe viaja e vai parar em uma ilha desconhecida, na qual os nativos oferecem ""noivas"" para Kong, um gigantesco macaco. Após muitos perigos a equipe de filmagens conseguem capturar o macaco, pois pretendem levá-lo para Nova York para ser exibido. Paralelamente o símio se apaixona pela atriz."
Os Olhos Sem Rosto,https://image.tmdb.org/t/p/w500/vfeFWdqIW6uBJnUdoLTZMgBkb3i.jpg,"Um brilhante e obsessivo cirurgião vive em uma mansão isolada, escondendo um segredo sombrio: sua filha, Christiane, foi vítima de um terrível acidente que destruiu seu rosto. Obrigada a viver reclusa e a usar uma máscara branca inexpressiva, ela se torna o motivo de uma busca desesperada e macabra por parte do pai, que está disposto a cruzar todos os limites da ética e da sanidade para restaurar a beleza da filha."
Tumbbad,https://image.tmdb.org/t/p/w500/z1xOCxw780WFJC5uCTMfCkQ4Agi.jpg,"Índia, século IX. Vinayak vive em Tumbbad, uma pequena aldeia em ruínas controlada pelo seu pai, que não o reconhece como filho. Ele é obcecado por uma lenda local sobre um tesouro mítico, que foi enterrado ali pelos seus ancestrais. Muito teimoso, ele decide dar início a uma investigação para encontrar o artefato que o acompanhará por toda a sua vida, levando-o a um acerto de contas épico."
Godzilla Minus One,https://image.tmdb.org/t/p/w500/9XSOyim1pivuSHQqlrDj5gj2J5w.jpg,"Em um Japão social e economicamente devastado após o término da Segunda Guerra Mundial, a situação chega a um nível ainda mais crítico quando uma gigantesca e misteriosa criatura surge do mar para assolar o país."
Halloween - A Noite do Terror,https://image.tmdb.org/t/p/w500/ozkOzFITxLmp5nkjvuawQaRHNF3.jpg,"Na noite de Halloween de 1963, Michael Myers, de seis anos, assassina brutalmente sua irmã. Preso em uma instituição para doentes mentais sob os cuidados do dr. Sam Loomis, Michael cresce apenas para odiar. Em outubro de 1978, ele foge do hospital, seguido pelo dr. Loomis, que sabe que Michael vai matar novamente. O psicopata passa a perseguir a adolescente Laurie Strode e seus amigos, e prepara seu ataque mortal para a noite de Halloween."
O Que Fazemos nas Sombras,https://image.tmdb.org/t/p/w500/8HXW4KuXtE11B1iTm6SmZtMVLTD.jpg,"Seja bem-vindo à casa de O Grande Vampiro. Protegidos por crucifixos, um grupo de cineastas entra com suas câmeras para registrar a intimidade de quatro imortais que compartilham o lar em um subúrbio da Nova Zelândia. Enquanto eles lidam com os conflitos naturais da convivência, como quem lava os pratos ou o cuidado para não estragar os móveis com o sangue das vítimas, eles tentam se manter atualizados tanto com a vida moderna como com todo o século passado."
Deixa Ela Entrar,https://image.tmdb.org/t/p/w500/usJZD6BgU29hRPzQlvfFGsp8AXC.jpg,"Oskar é um garoto só. Na escola ele sempre é provocado por outros garotos e, incapaz de reagir. Um dia, ele conhece Eli, uma garota pálida e solitária, que se mudou recentemente, com seu suposto pai. Apesar do temor em se aproximar de Oskar, logo Eli se torna sua amiga. Paralelamente, uma série de assassinatos macabros acontecem, em que o sangue das vítimas é retirado. Eli está envolvida com estes fatos, de uma forma que Oskar jamais poderia imaginar."
Uma Noite Alucinante 2,https://image.tmdb.org/t/p/w500/gnaDXTfRlTrQ5gYhpEFJKlGuNmA.jpg,"Ash leva sua namorada Linda até uma casa abandonada, onde encontra uma fita de áudio abandonada por um professor. Ash coloca a fita para tocar, ouvindo citações do livro dos mortos. Os encantamentos despertam as forças do mal na floresta ao lado, que transformam Linda em um monstruoso Deadite. O objetivo é fazer o mesmo com Ash, mas ele recebe a ajuda da filha do professor, de um mecânico que trabalhava com ele e sua namorada."
O Monstro do Circo,https://image.tmdb.org/t/p/w500/c9R1wE1vMJWMZNdmqXUV8oTaCPQ.jpg,"Um atirador de facas, de grande sucesso num circo por não ter braços e usar os pés nos seus números, esconde um grande segredo."
Todo Mundo Quase Morto,https://image.tmdb.org/t/p/w500/cu9CgaxcJ3UG1Up3l5bsG2wNtfY.jpg,"Shaun trabalha como vendedor e divide uma casa com Ed, seu melhor amigo, e Pete. Ele costuma ir sempre ao pub local, mas Liz, sua namorada, está cansada de lá. Além disto ela sempre reclama que ele não se separa de Ed, apesar de suas piadas bobas e seu desinteresse em fazer algo útil. Para resolver a questão Shaun aceita marcar um encontro com Liz em outro restaurante, mas se esquece de fazer a reserva. Irritada, ela decide terminar com ele. Shaun, arrasado, se embebeda no seu pub predileto ao lado de Ed, sem notar que as pessoas à sua volta estão se tornando zumbis, devido a um estranho fenômeno."
Invocação do Mal,https://image.tmdb.org/t/p/w500/1NxHKZW5DPbUFtbF3MxbdSyxRqU.jpg,"Harrisville, Rhode Island, Estados Unidos, 1968. Os investigadores paranormais Ed e Lorraine Warren trabalham para ajudar uma família aterrorizada por uma presença sombria em sua fazenda. Forçados a confrontar uma entidade poderosa, os Warrens se vêem presos no caso mais aterrorizante de suas vidas. Baseado numa história real."
A Cura,https://image.tmdb.org/t/p/w500/g2x1gF89LFej8gOTeeLVefDP5Je.jpg,"Pessoas são encontradas mortas com um bizarro ""x"" cravado em seus corpos. Desesperado, um detetive chamado Takabe decide iniciar uma investigação à base de longos e intermináveis sessões de interrogatórios. Porém, sua investigação não resulta em nada. Até que um determinado dia um rapaz é preso por estar perto de mais uma pessoa assassinada. Tímido e de trejeitos estranhos, resta saber qual a ligação entre ele o os crimes (e quem sabe, com o assassino)"
O Telefone Preto,https://image.tmdb.org/t/p/w500/aAdnNifQo2qxDYnuDD3blsxinH1.jpg,"Após ser raptado por um assassino de crianças, Finney Shaw começa a receber chamadas de vítimas anteriores do assassino. Elas estão determinadas a garantir que o que lhes aconteceu não aconteça com Finney."
A Noiva de Frankenstein,https://image.tmdb.org/t/p/w500/36ztjB1hU93NWjyUIaC8lIy3ORw.jpg,"Dr. Frankenstein (Colin Clive) e seu monstro (Boris Karloff) retornam, pois não estavam mortos como inicialmente se acreditava. O pesquisador planeja parar suas demoníacas experiências, mas quando um cientista louco (Ernest Thesiger) seqüestra sua esposa (Valerie Hobson), ele concorda em ajudá-lo em criar uma nova criatura, uma mulher (Elsa Lanchester), para ser companheira do monstro."
Os Pássaros,https://image.tmdb.org/t/p/w500/y0EJ31AZhsTX3mRaIcqn3sZ2XK0.jpg,"Melanie Daniels, uma jovem da cidade de São Francisco, vai até uma pequena cidade isolada da Califórnia, chamada Bodega Bay, atrás de um potencial namorado: Mitch Brenner. Mas na cidade começa de repente a acontecer fatos estranhos: pássaros de todas as espécies passam a atacar a população, em número cada vez maior e com mais violência, deixando todos aterrorizados."
O Homem Invisível,https://image.tmdb.org/t/p/w500/4tw6k8EXO7fjW7A4WZSISswgCuT.jpg,"Depois de realizar um experimento em si mesmo e ficar invisível, o cientista Jack Griffin, agora agressivo devido aos efeitos da droga, busca uma maneira de reverter o experimento a qualquer custo."
O Incrível Homem Que Encolheu,https://image.tmdb.org/t/p/w500/aG3nY1sN5adP7XhiYEaWvhYXFai.jpg,"Uma perigosa combinação de radiação e inseticida faz com que o infeliz Scott Carey encolha, lenta mas verdadeiramente, até ficar com apenas alguns centímetros de altura. Sua casa se transforma em um deserto onde ele precisa sobreviver a tudo, desde aranhas que vivem no porão até seu amado gato."
Exhuma,https://image.tmdb.org/t/p/w500/tw0i3kkmOTjDjGFZTLHKhoeXVvA.jpg,"Depois de sofrer uma série de eventos paranormais, uma família rica que vive em Los Angeles convoca uma jovem dupla de xamãs em ascensão, Hwa Rim e Bong Gil, para salvar o recém-nascido da família. Assim que eles chegam, Hwa Rim sente que uma sombra escura de seu ancestral se apoderou da família em um chamado 'Chamado Grave'. Para exumar o túmulo e socorrer o ancestral, Hwa Rim busca a ajuda do geomante de primeira linha Sang Deok e do agente funerário Yeong Geun. Para sua consternação, os quatro encontram o túmulo em um local sombrio em uma vila remota na Coreia. Sem saber das consequências, a exumação é realizada, desencadeando uma força malévola enterrada por baixo."
A Pele Que Habito,https://image.tmdb.org/t/p/w500/90hbSeBsev4hezgzkyW8tkio2dp.jpg,"Cirurgião plástico tem obsessão de recriar pele humana em laboratório desde que sua esposa sofreu graves queimaduras em um acidente de carro. Ajudado pela mulher que o criou, aprisiona em sua casa a vítima perfeita que servirá de cobaia para sua grande experiência."
Despertar dos Mortos,https://image.tmdb.org/t/p/w500/fdiZ7VwFyXCvcPd3SOKH7Nc7hwv.jpg,"Os mortos estão retornando a vida e atacando os vivos. Quatro sobreviventes do ataque escondem-se em um shopping abandonado e planejam contra-atacar. No entanto, milhares de mortos-vivos descobrem o esconderijo e iniciam um novo massacre, contaminando alguns sobreviventes que retornam como zumbis e somam-se ao exército de abomináveis criaturas."
Os Inocentes,https://image.tmdb.org/t/p/w500/t9P2m4mQcqWtTHxkV3X6mXiJKXh.jpg,Governanta de dois órfãos em uma casa vitoriana começa ter visões de fantasmas e suspeita que o comportamento bizarro das crianças é influenciado por poderes sobrenaturais.
Suspiria,https://image.tmdb.org/t/p/w500/5ya8jTbNZTrCFUx9OwpNBjCivXY.jpg,"Susan é uma jovem americana que viaja para a Europa para estudar numa prestigiada escola de Balé. Desde o primeiro dia, porém, ela começa a se assustar com estranhas situações que ocorrem no local que a fazem crer que há bruxas por todas a parte."
Morte ao Vivo,https://image.tmdb.org/t/p/w500/kg8Dv4CMOtvmgtil7zqju180ZRp.jpg,"Uma estudante de comunicação decide fazer uma tese sobre filmes ""snuff"", nos quais são exibidas imagens de pessoas sendo mortas na vida real. Em uma fita descobre a morte violenta de uma estudante da faculdade e busca investigar os assassinos."
"Godzilla, Mothra e King Ghidorah: Ataque Total de Monstros Gigantes (GMK)",https://image.tmdb.org/t/p/w500/ttPl0waNbZclZtVZrJYvTXPLlWy.jpg,"Godzilla ressurge depois de anos adormecido no fundo do mar. É acordado de seu sono por um acidente com um submarino americano, a radiação da nave provoca a fúria do gigante que investe mais uma vez contra o Japão. Cabe aos três monstros guardiões do continente (BARAGON, MOTHRA e KING GHIDORAH) deter e destruir o poderoso Godzilla que ameaça o Japão."
Pecadores,https://image.tmdb.org/t/p/w500/v0Ljeti537c6cNKweuEN0iaU3x4.jpg,"Dispostos a deixar suas vidas conturbadas para trás, irmãos gêmeos retornam à sua cidade natal para recomeçar suas vidas do zero, quando descobrem que um mal ainda maior está à espera deles para recebê-los de volta."
Advogado do Diabo,https://image.tmdb.org/t/p/w500/u6gFTFI22YAnjoUCUyRveN48S06.jpg,"Kevin Lomax, advogado de uma pequena cidade da Flórida que nunca perdeu um caso, é contratado por John Milton, dono da maior firma de advocacia de Nova York. No início tudo parece correr bem, mas Mary Ann, a esposa do advogado, começa a testemunhar aparições demoníacas. Kevin está empenhado em defender o cliente e cada vez dá menos atenção a sua mulher, enquanto seu misterioso chefe parece sempre saber como contornar cada problema e tudo que perturba o jovem advogado."
Os Demônios,https://image.tmdb.org/t/p/w500/y1k7eiOFc6fzm8XeTa1kNGx6JIs.jpg,"Ambientado durante o violento regime católico que tomava conta da França nos idos de 1631, parte da suposta possessão de uma madre-superiora cujas fantasias sexuais com o mais proeminente padre do vilarejo de Loudon resulta num dos mais sangrentos episódios daquela era."
Frankenstein,https://image.tmdb.org/t/p/w500/mu6wHwH0IwCCaEYtpqujuPJYat1.jpg,O Dr. Henry Frankenstein está obcecado em montar um ser vivo a partir de partes de vários cadáveres exumados.
Vampiros de Almas,https://image.tmdb.org/t/p/w500/4eaAZ1UiTz3VzOSny7LzjycqvpU.jpg,"A trama é sobre o médico Miles Bennell. Após voltar de um congresso para a sua cidade natal, ele se depara com um fenômeno estranho: diversas pessoas afirmam que seus parentes não são os mesmos, apesar de manterem a aparência física e as lembranças. Incrédulo no início, aos poucos Bennell vai descobrindo que tudo faz parte de uma invasão alienígena, que assume a forma das pessoas para conquistar seu objetivo."
